matchup_id,name,fighter,opponent,weight_class,career_style,predicted_infight_style,style_shift_predicted,style_shift_probability,Odds,odds_numeric,implied_probability,predicted_probability,betting_edge,bet_size,prob_ko_tko,prob_submission,prob_decision,event_name,event_date,dk_link,dk_parlay_link,parlay_bet_size,parlay_combined_odds,won,potential_winnings,total_return,net,profit_multiplier,result_date
Benardo Sopaj_vs_Timmy Cuamba,Benardo Sopaj,Benardo Sopaj,Timmy Cuamba,Bantamweight,Mixed,BJJ,False,0.5214,,,0.5381,0.5008,-0.0373,0.0,0.2701,0.1927,0.5372,UFC Fight Night: Allen vs. Costa,2026-05-16,,https://gambly.com/gambly-bot?auto=1&prompt=melquizael+costa+moneyline+and+nikolay+veretennikov+moneyline+and+tuco+tokkos+moneyline+and+ketlen+vieira+moneyline+and+cody+brundage+moneyline+and+polyana+viana+moneyline+and+shauna+bannon+moneyline,1.51,73009.0,1,0.0,0.0,0.0,0.0,2026-05-17
Nikolay Veretennikov_vs_Khaos Williams,Nikolay Veretennikov,Nikolay Veretennikov,Khaos Williams,Welterweight,Wrestler,Striker,False,0.5214,104.0,104.0,0.495,0.5868,0.0917,2.64,0.3661,0.1237,0.5101,UFC Fight Night: Allen vs. Costa,2026-05-16,https://gambly.com/gambly-bot?auto=1&prompt=nikolay+veretennikov+moneyline,https://gambly.com/gambly-bot?auto=1&prompt=melquizael+costa+moneyline+and+nikolay+veretennikov+moneyline+and+tuco+tokkos+moneyline+and+ketlen+vieira+moneyline+and+cody+brundage+moneyline+and+polyana+viana+moneyline+and+shauna+bannon+moneyline,1.51,73009.0,0,0.0,0.0,-2.64,0.0,2026-05-17
Khaos Williams_vs_Nikolay Veretennikov,Khaos Williams,Khaos Williams,Nikolay Veretennikov,Welterweight,Striker,BJJ,False,0.5214,,,0.505,0.4132,-0.0917,0.0,0.3661,0.1237,0.5101,UFC Fight Night: Allen vs. Costa,2026-05-16,,https://gambly.com/gambly-bot?auto=1&prompt=melquizael+costa+moneyline+and+nikolay+veretennikov+moneyline+and+tuco+tokkos+moneyline+and+ketlen+vieira+moneyline+and+cody+brundage+moneyline+and+polyana+viana+moneyline+and+shauna+bannon+moneyline,1.51,73009.0,1,0.0,0.0,0.0,0.0,2026-05-17
Tuco Tokkos_vs_Ivan Erslan,Tuco Tokkos,Tuco Tokkos,Ivan Erslan,Light Heavyweight,Mixed,BJJ,False,0.5214,150.0,150.0,0.4444,0.5192,0.0747,2.59,0.4742,0.1824,0.3435,UFC Fight Night: Allen vs. Costa,2026-05-16,https://gambly.com/gambly-bot?auto=1&prompt=tuco+tokkos+moneyline,https://gambly.com/gambly-bot?auto=1&prompt=melquizael+costa+moneyline+and+nikolay+veretennikov+moneyline+and+tuco+tokkos+moneyline+and+ketlen+vieira+moneyline+and+cody+brundage+moneyline+and+polyana+viana+moneyline+and+shauna+bannon+moneyline,1.51,73009.0,0,0.0,0.0,-2.59,0.0,2026-05-17
Ivan Erslan_vs_Tuco Tokkos,Ivan Erslan,Ivan Erslan,Tuco Tokkos,Light Heavyweight,Mixed,BJJ,False,0.5214,,,0.5556,0.4808,-0.0747,0.0,0.4742,0.1824,0.3435,UFC Fight Night: Allen vs. Costa,2026-05-16,,https://gambly.com/gambly-bot?auto=1&prompt=melquizael+costa+moneyline+and+nikolay+veretennikov+moneyline+and+tuco+tokkos+moneyline+and+ketlen+vieira+moneyline+and+cody+brundage+moneyline+and+polyana+viana+moneyline+and+shauna+bannon+moneyline,1.51,73009.0,1,0.0,0.0,0.0,0.0,2026-05-17
Ketlen Vieira_vs_Jacqueline Cavalcanti,Ketlen Vieira,Ketlen Vieira,Jacqueline Cavalcanti,Women's Bantamweight,BJJ,Wrestler,False,0.5214,150.0,150.0,0.4444,0.4957,0.0513,2.57,0.3119,0.1693,0.5188,UFC Fight Night: Allen vs. Costa,2026-05-16,https://gambly.com/gambly-bot?auto=1&prompt=ketlen+vieira+moneyline,https://gambly.com/gambly-bot?auto=1&prompt=melquizael+costa+moneyline+and+nikolay+veretennikov+moneyline+and+tuco+tokkos+moneyline+and+ketlen+vieira+moneyline+and+cody+brundage+moneyline+and+polyana+viana+moneyline+and+shauna+bannon+moneyline,1.51,73009.0,1,3.855,6.425,3.855,2.5,2026-05-17
Jacqueline Cavalcanti_vs_Ketlen Vieira,Jacqueline Cavalcanti,Jacqueline Cavalcanti,Ketlen Vieira,Women's Bantamweight,Striker,BJJ,False,0.5214,,,0.5556,0.5043,-0.0513,0.0,0.3119,0.1693,0.5188,UFC Fight Night: Allen vs. Costa,2026-05-16,,https://gambly.com/gambly-bot?auto=1&prompt=melquizael+costa+moneyline+and+nikolay+veretennikov+moneyline+and+tuco+tokkos+moneyline+and+ketlen+vieira+moneyline+and+cody+brundage+moneyline+and+polyana+viana+moneyline+and+shauna+bannon+moneyline,1.51,73009.0,0,0.0,0.0,0.0,0.0,2026-05-17
Cody Brundage_vs_Andre Petroski,Cody Brundage,Cody Brundage,Andre Petroski,Middleweight,BJJ,Wrestler,False,0.5214,170.0,170.0,0.4255,0.4998,0.0743,2.59,0.3233,0.273,0.4036,UFC Fight Night: Allen vs. Costa,2026-05-16,https://gambly.com/gambly-bot?auto=1&prompt=cody+brundage+moneyline,https://gambly.com/gambly-bot?auto=1&prompt=melquizael+costa+moneyline+and+nikolay+veretennikov+moneyline+and+tuco+tokkos+moneyline+and+ketlen+vieira+moneyline+and+cody+brundage+moneyline+and+polyana+viana+moneyline+and+shauna+bannon+moneyline,1.51,73009.0,1,4.403,6.993,4.403,2.7,2026-05-17
Andre Petroski_vs_Cody Brundage,Andre Petroski,Andre Petroski,Cody Brundage,Middleweight,BJJ,Wrestler,False,0.5214,,,0.5745,0.5002,-0.0743,0.0,0.3233,0.273,0.4036,UFC Fight Night: Allen vs. Costa,2026-05-16,,https://gambly.com/gambly-bot?auto=1&prompt=melquizael+costa+moneyline+and+nikolay+veretennikov+moneyline+and+tuco+tokkos+moneyline+and+ketlen+vieira+moneyline+and+cody+brundage+moneyline+and+polyana+viana+moneyline+and+shauna+bannon+moneyline,1.51,73009.0,0,0.0,0.0,0.0,0.0,2026-05-17
Alice Ardelean_vs_Polyana Viana,Alice Ardelean,Alice Ardelean,Polyana Viana,Women's Strawweight,Striker,BJJ,False,0.5214,,,0.5885,0.5343,-0.0542,0.0,0.349,0.1347,0.5163,UFC Fight Night: Allen vs. Costa,2026-05-16,,https://gambly.com/gambly-bot?auto=1&prompt=melquizael+costa+moneyline+and+nikolay+veretennikov+moneyline+and+tuco+tokkos+moneyline+and+ketlen+vieira+moneyline+and+cody+brundage+moneyline+and+polyana+viana+moneyline+and+shauna+bannon+moneyline,1.51,73009.0,1,0.0,0.0,0.0,0.0,2026-05-17
Polyana Viana_vs_Alice Ardelean,Polyana Viana,Polyana Viana,Alice Ardelean,Women's Strawweight,Mixed,BJJ,False,0.5214,186.0,186.0,0.4115,0.4657,0.0542,2.58,0.349,0.1347,0.5163,UFC Fight Night: Allen vs. Costa,2026-05-16,https://gambly.com/gambly-bot?auto=1&prompt=polyana+viana+moneyline,https://gambly.com/gambly-bot?auto=1&prompt=melquizael+costa+moneyline+and+nikolay+veretennikov+moneyline+and+tuco+tokkos+moneyline+and+ketlen+vieira+moneyline+and+cody+brundage+moneyline+and+polyana+viana+moneyline+and+shauna+bannon+moneyline,1.51,73009.0,0,0.0,0.0,-2.58,0.0,2026-05-17
Daniel Barez_vs_Luis Gurule,Daniel Barez,Daniel Barez,Luis Gurule,Flyweight,Mixed,BJJ,False,0.5214,,,0.4545,0.465,0.0105,0.0,0.2336,0.2151,0.5513,UFC Fight Night: Allen vs. Costa,2026-05-16,,https://gambly.com/gambly-bot?auto=1&prompt=melquizael+costa+moneyline+and+nikolay+veretennikov+moneyline+and+tuco+tokkos+moneyline+and+ketlen+vieira+moneyline+and+cody+brundage+moneyline+and+polyana+viana+moneyline+and+shauna+bannon+moneyline,1.51,73009.0,0,0.0,0.0,0.0,0.0,2026-05-17
Luis Gurule_vs_Daniel Barez,Luis Gurule,Luis Gurule,Daniel Barez,Flyweight,Mixed,BJJ,False,0.5214,-150.0,-150.0,0.5455,0.535,-0.0105,0.0,0.2336,0.2151,0.5513,UFC Fight Night: Allen vs. Costa,2026-05-16,,https://gambly.com/gambly-bot?auto=1&prompt=melquizael+costa+moneyline+and+nikolay+veretennikov+moneyline+and+tuco+tokkos+moneyline+and+ketlen+vieira+moneyline+and+cody+brundage+moneyline+and+polyana+viana+moneyline+and+shauna+bannon+moneyline,1.51,73009.0,1,0.0,0.0,0.0,0.0,2026-05-17
Shauna Bannon_vs_Nicolle Caliari,Shauna Bannon,Shauna Bannon,Nicolle Caliari,Women's Strawweight,Mixed,BJJ,False,0.5214,257.0,257.0,0.3591,0.4082,0.0491,2.64,0.3414,0.181,0.4776,UFC Fight Night: Allen vs. Costa,2026-05-16,https://gambly.com/gambly-bot?auto=1&prompt=shauna+bannon+moneyline,https://gambly.com/gambly-bot?auto=1&prompt=melquizael+costa+moneyline+and+nikolay+veretennikov+moneyline+and+tuco+tokkos+moneyline+and+ketlen+vieira+moneyline+and+cody+brundage+moneyline+and+polyana+viana+moneyline+and+shauna+bannon+moneyline,1.51,73009.0,0,0.0,0.0,-2.64,0.0,2026-05-17
Nicolle Caliari_vs_Shauna Bannon,Nicolle Caliari,Nicolle Caliari,Shauna Bannon,Women's Strawweight,Mixed,BJJ,False,0.5214,,,0.6409,0.5918,-0.0491,0.0,0.3414,0.181,0.4776,UFC Fight Night: Allen vs. Costa,2026-05-16,,https://gambly.com/gambly-bot?auto=1&prompt=melquizael+costa+moneyline+and+nikolay+veretennikov+moneyline+and+tuco+tokkos+moneyline+and+ketlen+vieira+moneyline+and+cody+brundage+moneyline+and+polyana+viana+moneyline+and+shauna+bannon+moneyline,1.51,73009.0,1,0.0,0.0,0.0,0.0,2026-05-17
Song Yadong_vs_Deiveson Figueiredo,Song Yadong,Song Yadong,Deiveson Figueiredo,Bantamweight,Striker,BJJ,False,0.5186,-491.0,-491.0,0.64,0.7503,0.1103,2.5,0.2417,0.1878,0.5704,UFC Fight Night: Song vs. Figueiredo,2026-05-30,https://gambly.com/gambly-bot?auto=1&prompt=song+yadong+moneyline,https://gambly.com/gambly-bot?auto=1&prompt=song+yadong+moneyline+and+tallison+teixeira+moneyline,1.56,531.0,1,0.5092,3.0092,0.5092,1.2037,2026-06-02
Deiveson Figueiredo_vs_Song Yadong,Deiveson Figueiredo,Deiveson Figueiredo,Song Yadong,Bantamweight,BJJ,Wrestler,False,0.5186,114.0,114.0,0.36,0.2497,-0.1103,0.0,0.2417,0.1878,0.5704,UFC Fight Night: Song vs. Figueiredo,2026-05-30,,https://gambly.com/gambly-bot?auto=1&prompt=song+yadong+moneyline+and+tallison+teixeira+moneyline,1.56,531.0,0,0.0,0.0,0.0,0.0,2026-06-02
Zhang Mingyang_vs_Alonzo Menifield,Zhang Mingyang,Zhang Mingyang,Alonzo Menifield,Light Heavyweight,Striker,BJJ,False,0.5186,-233.0,-233.0,0.5832,0.5189,-0.0643,0.0,0.4525,0.126,0.4215,UFC Fight Night: Song vs. Figueiredo,2026-05-30,,https://gambly.com/gambly-bot?auto=1&prompt=song+yadong+moneyline+and+tallison+teixeira+moneyline,1.56,531.0,0,0.0,0.0,0.0,0.0,2026-06-02
Alonzo Menifield_vs_Zhang Mingyang,Alonzo Menifield,Alonzo Menifield,Zhang Mingyang,Light Heavyweight,Wrestler,Striker,False,0.5186,,,0.4168,0.4811,0.0643,0.0,0.4525,0.126,0.4215,UFC Fight Night: Song vs. Figueiredo,2026-05-30,,https://gambly.com/gambly-bot?auto=1&prompt=song+yadong+moneyline+and+tallison+teixeira+moneyline,1.56,531.0,1,0.0,0.0,0.0,0.0,2026-06-02
Sergei Pavlovich_vs_Tallison Teixeira,Sergei Pavlovich,Sergei Pavlovich,Tallison Teixeira,Heavyweight,Striker,BJJ,False,0.5186,,,0.7238,0.4849,-0.2389,0.0,0.4566,0.1048,0.4386,UFC Fight Night: Song vs. Figueiredo,2026-05-30,,https://gambly.com/gambly-bot?auto=1&prompt=song+yadong+moneyline+and+tallison+teixeira+moneyline,1.56,531.0,1,0.0,0.0,0.0,0.0,2026-06-02
Tallison Teixeira_vs_Sergei Pavlovich,Tallison Teixeira,Tallison Teixeira,Sergei Pavlovich,Heavyweight,Mixed,BJJ,False,0.5186,424.0,424.0,0.2762,0.5151,0.2389,2.68,0.4566,0.1048,0.4386,UFC Fight Night: Song vs. Figueiredo,2026-05-30,https://gambly.com/gambly-bot?auto=1&prompt=tallison+teixeira+moneyline,https://gambly.com/gambly-bot?auto=1&prompt=song+yadong+moneyline+and+tallison+teixeira+moneyline,1.56,531.0,0,0.0,0.0,-2.68,0.0,2026-06-02
Kai Asakura_vs_Cameron Smotherman,Kai Asakura,Kai Asakura,Cameron Smotherman,Bantamweight,Mixed,BJJ,False,0.5186,-257.0,-257.0,0.5901,0.572,-0.0181,0.0,0.2703,0.1953,0.5345,UFC Fight Night: Song vs. Figueiredo,2026-05-30,,https://gambly.com/gambly-bot?auto=1&prompt=song+yadong+moneyline+and+tallison+teixeira+moneyline,1.56,531.0,1,0.0,0.0,0.0,0.0,2026-06-02
Cameron Smotherman_vs_Kai Asakura,Cameron Smotherman,Cameron Smotherman,Kai Asakura,Bantamweight,Mixed,BJJ,False,0.5186,,,0.4099,0.428,0.0181,0.0,0.2703,0.1953,0.5345,UFC Fight Night: Song vs. Figueiredo,2026-05-30,,https://gambly.com/gambly-bot?auto=1&prompt=song+yadong+moneyline+and+tallison+teixeira+moneyline,1.56,531.0,0,0.0,0.0,0.0,0.0,2026-06-02
Jake Matthews_vs_Carlston Harris,Jake Matthews,Jake Matthews,Carlston Harris,Welterweight,BJJ,Wrestler,False,0.5186,-376.0,-376.0,0.7804,0.7965,0.0161,0.0,0.3173,0.1665,0.5162,UFC Fight Night: Song vs. Figueiredo,2026-05-30,,https://gambly.com/gambly-bot?auto=1&prompt=song+yadong+moneyline+and+tallison+teixeira+moneyline,1.56,531.0,1,0.0,0.0,0.0,0.0,2026-06-02
Carlston Harris_vs_Jake Matthews,Carlston Harris,Carlston Harris,Jake Matthews,Welterweight,Striker,BJJ,False,0.5186,350.0,350.0,0.2196,0.2035,-0.0161,0.0,0.3173,0.1665,0.5162,UFC Fight Night: Song vs. Figueiredo,2026-05-30,,https://gambly.com/gambly-bot?auto=1&prompt=song+yadong+moneyline+and+tallison+teixeira+moneyline,1.56,531.0,0,0.0,0.0,0.0,0.0,2026-06-02
Alex Perez_vs_Sumudaerji,Alex Perez,Alex Perez,Sumudaerji,Flyweight,BJJ,Wrestler,False,0.5186,,,0.5261,0.503,-0.0231,0.0,0.2104,0.2104,0.5792,UFC Fight Night: Song vs. Figueiredo,2026-05-30,,https://gambly.com/gambly-bot?auto=1&prompt=song+yadong+moneyline+and+tallison+teixeira+moneyline,1.56,531.0,0,0.0,0.0,0.0,0.0,2026-06-02
Sumudaerji_vs_Alex Perez,Sumudaerji,Sumudaerji,Alex Perez,Flyweight,Sniper,BJJ,False,0.5186,122.0,122.0,0.4739,0.497,0.0231,0.0,0.2104,0.2104,0.5792,UFC Fight Night: Song vs. Figueiredo,2026-05-30,,https://gambly.com/gambly-bot?auto=1&prompt=song+yadong+moneyline+and+tallison+teixeira+moneyline,1.56,531.0,0,0.0,0.0,0.0,0.0,2026-06-02
Rei Tsuruya_vs_Luis Gurule,Rei Tsuruya,Rei Tsuruya,Luis Gurule,Bantamweight,Mixed,BJJ,False,0.5186,-285.0,-285.0,0.5969,0.6159,0.019,0.0,0.2741,0.1584,0.5675,UFC Fight Night: Song vs. Figueiredo,2026-05-30,,https://gambly.com/gambly-bot?auto=1&prompt=song+yadong+moneyline+and+tallison+teixeira+moneyline,1.56,531.0,1,0.0,0.0,0.0,0.0,2026-06-02
Luis Gurule_vs_Rei Tsuruya,Luis Gurule,Luis Gurule,Rei Tsuruya,Bantamweight,Striker,BJJ,False,0.5186,,,0.4031,0.3841,-0.019,0.0,0.2741,0.1584,0.5675,UFC Fight Night: Song vs. Figueiredo,2026-05-30,,https://gambly.com/gambly-bot?auto=1&prompt=song+yadong+moneyline+and+tallison+teixeira+moneyline,1.56,531.0,0,0.0,0.0,0.0,0.0,2026-06-02
Loma Lookboonmee_vs_Jaqueline Amorim,Loma Lookboonmee,Loma Lookboonmee,Jaqueline Amorim,Women's Strawweight,Muay_Thai,BJJ,False,0.5186,117.0,117.0,0.4796,0.3806,-0.099,0.0,0.3473,0.175,0.4777,UFC Fight Night: Song vs. Figueiredo,2026-05-30,,https://gambly.com/gambly-bot?auto=1&prompt=song+yadong+moneyline+and+tallison+teixeira+moneyline,1.56,531.0,0,0.0,0.0,0.0,0.0,2026-06-02
Jaqueline Amorim_vs_Loma Lookboonmee,Jaqueline Amorim,Jaqueline Amorim,Loma Lookboonmee,Women's Strawweight,BJJ,Striker,False,0.5186,,,0.5204,0.6194,0.099,0.0,0.3473,0.175,0.4777,UFC Fight Night: Song vs. Figueiredo,2026-05-30,,https://gambly.com/gambly-bot?auto=1&prompt=song+yadong+moneyline+and+tallison+teixeira+moneyline,1.56,531.0,1,0.0,0.0,0.0,0.0,2026-06-02
Belal Muhammad_vs_Gabriel Bonfim,Belal Muhammad,Belal Muhammad,Gabriel Bonfim,Welterweight,Wrestler,BJJ,False,0.5186,-1408.0,-1408.0,0.6557,0.8578,0.2021,2.5,0.3178,0.231,0.4512,UFC Fight Night: Muhammad vs. Bonfim,2026-06-06,https://gambly.com/gambly-bot?auto=1&prompt=belal+muhammad+moneyline,https://gambly.com/gambly-bot?auto=1&prompt=belal+muhammad+moneyline+and+edmen+shahbazyan+moneyline+and+tom+nolan+moneyline+and+santiago+luna+moneyline+and+junior+tafa+moneyline+and+matt+schnell+moneyline+and+edgar+chairez+moneyline+and+chelsea+chandler+moneyline+and+jordan+leavitt+moneyline,1.5,1202423.0,0,0.0,0.0,-2.5,0.0,2026-06-07
Gabriel Bonfim_vs_Belal Muhammad,Gabriel Bonfim,Gabriel Bonfim,Belal Muhammad,Welterweight,BJJ,Wrestler,False,0.5186,104.0,104.0,0.3443,0.1422,-0.2021,0.0,0.3178,0.231,0.4512,UFC Fight Night: Muhammad vs. Bonfim,2026-06-06,,https://gambly.com/gambly-bot?auto=1&prompt=belal+muhammad+moneyline+and+edmen+shahbazyan+moneyline+and+tom+nolan+moneyline+and+santiago+luna+moneyline+and+junior+tafa+moneyline+and+matt+schnell+moneyline+and+edgar+chairez+moneyline+and+chelsea+chandler+moneyline+and+jordan+leavitt+moneyline,1.5,1202423.0,1,0.0,0.0,0.0,0.0,2026-06-07
Brendan Allen_vs_Edmen Shahbazyan,Brendan Allen,Brendan Allen,Edmen Shahbazyan,Middleweight,BJJ,Wrestler,False,0.5186,,,0.5745,0.5121,-0.0623,0.0,0.3235,0.2705,0.406,UFC Fight Night: Muhammad vs. Bonfim,2026-06-06,,https://gambly.com/gambly-bot?auto=1&prompt=belal+muhammad+moneyline+and+edmen+shahbazyan+moneyline+and+tom+nolan+moneyline+and+santiago+luna+moneyline+and+junior+tafa+moneyline+and+matt+schnell+moneyline+and+edgar+chairez+moneyline+and+chelsea+chandler+moneyline+and+jordan+leavitt+moneyline,1.5,1202423.0,1,0.0,0.0,0.0,0.0,2026-06-07
Edmen Shahbazyan_vs_Brendan Allen,Edmen Shahbazyan,Edmen Shahbazyan,Brendan Allen,Middleweight,BJJ,Wrestler,False,0.5186,170.0,170.0,0.4255,0.4879,0.0623,2.58,0.3235,0.2705,0.406,UFC Fight Night: Muhammad vs. Bonfim,2026-06-06,https://gambly.com/gambly-bot?auto=1&prompt=edmen+shahbazyan+moneyline,https://gambly.com/gambly-bot?auto=1&prompt=belal+muhammad+moneyline+and+edmen+shahbazyan+moneyline+and+tom+nolan+moneyline+and+santiago+luna+moneyline+and+junior+tafa+moneyline+and+matt+schnell+moneyline+and+edgar+chairez+moneyline+and+chelsea+chandler+moneyline+and+jordan+leavitt+moneyline,1.5,1202423.0,0,0.0,0.0,-2.58,0.0,2026-06-07
Fares Ziam_vs_Tom Nolan,Fares Ziam,Fares Ziam,Tom Nolan,Lightweight,Mixed,BJJ,False,0.5186,,,0.633,0.537,-0.0961,0.0,0.3473,0.147,0.5057,UFC Fight Night: Muhammad vs. Bonfim,2026-06-06,,https://gambly.com/gambly-bot?auto=1&prompt=belal+muhammad+moneyline+and+edmen+shahbazyan+moneyline+and+tom+nolan+moneyline+and+santiago+luna+moneyline+and+junior+tafa+moneyline+and+matt+schnell+moneyline+and+edgar+chairez+moneyline+and+chelsea+chandler+moneyline+and+jordan+leavitt+moneyline,1.5,1202423.0,0,0.0,0.0,0.0,0.0,2026-06-07
Tom Nolan_vs_Fares Ziam,Tom Nolan,Tom Nolan,Fares Ziam,Lightweight,Striker,BJJ,False,0.5186,245.0,245.0,0.367,0.463,0.0961,2.61,0.3473,0.147,0.5057,UFC Fight Night: Muhammad vs. Bonfim,2026-06-06,https://gambly.com/gambly-bot?auto=1&prompt=tom+nolan+moneyline,https://gambly.com/gambly-bot?auto=1&prompt=belal+muhammad+moneyline+and+edmen+shahbazyan+moneyline+and+tom+nolan+moneyline+and+santiago+luna+moneyline+and+junior+tafa+moneyline+and+matt+schnell+moneyline+and+edgar+chairez+moneyline+and+chelsea+chandler+moneyline+and+jordan+leavitt+moneyline,1.5,1202423.0,1,6.3945,9.0045,6.3945,3.45,2026-06-07
Bryce Mitchell_vs_Santiago Luna,Bryce Mitchell,Bryce Mitchell,Santiago Luna,Bantamweight,BJJ,Wrestler,False,0.5186,,,0.5204,0.4756,-0.0448,0.0,0.2356,0.2143,0.5501,UFC Fight Night: Muhammad vs. Bonfim,2026-06-06,,https://gambly.com/gambly-bot?auto=1&prompt=belal+muhammad+moneyline+and+edmen+shahbazyan+moneyline+and+tom+nolan+moneyline+and+santiago+luna+moneyline+and+junior+tafa+moneyline+and+matt+schnell+moneyline+and+edgar+chairez+moneyline+and+chelsea+chandler+moneyline+and+jordan+leavitt+moneyline,1.5,1202423.0,1,0.0,0.0,0.0,0.0,2026-06-07
Santiago Luna_vs_Bryce Mitchell,Santiago Luna,Santiago Luna,Bryce Mitchell,Bantamweight,Mixed,BJJ,False,0.5186,117.0,117.0,0.4796,0.5244,0.0448,2.55,0.2356,0.2143,0.5501,UFC Fight Night: Muhammad vs. Bonfim,2026-06-06,https://gambly.com/gambly-bot?auto=1&prompt=santiago+luna+moneyline,https://gambly.com/gambly-bot?auto=1&prompt=belal+muhammad+moneyline+and+edmen+shahbazyan+moneyline+and+tom+nolan+moneyline+and+santiago+luna+moneyline+and+junior+tafa+moneyline+and+matt+schnell+moneyline+and+edgar+chairez+moneyline+and+chelsea+chandler+moneyline+and+jordan+leavitt+moneyline,1.5,1202423.0,0,0.0,0.0,-2.55,0.0,2026-06-07
Iwo Baraniewski_vs_Junior Tafa,Iwo Baraniewski,Iwo Baraniewski,Junior Tafa,Light Heavyweight,Mixed,Striker,False,0.5186,,,0.685,0.4668,-0.2183,0.0,0.4869,0.1652,0.3479,UFC Fight Night: Muhammad vs. Bonfim,2026-06-06,,https://gambly.com/gambly-bot?auto=1&prompt=belal+muhammad+moneyline+and+edmen+shahbazyan+moneyline+and+tom+nolan+moneyline+and+santiago+luna+moneyline+and+junior+tafa+moneyline+and+matt+schnell+moneyline+and+edgar+chairez+moneyline+and+chelsea+chandler+moneyline+and+jordan+leavitt+moneyline,1.5,1202423.0,1,0.0,0.0,0.0,0.0,2026-06-07
Junior Tafa_vs_Iwo Baraniewski,Junior Tafa,Junior Tafa,Iwo Baraniewski,Light Heavyweight,Sniper,BJJ,False,0.5186,335.0,335.0,0.315,0.5332,0.2183,2.67,0.4869,0.1652,0.3479,UFC Fight Night: Muhammad vs. Bonfim,2026-06-06,https://gambly.com/gambly-bot?auto=1&prompt=junior+tafa+moneyline,https://gambly.com/gambly-bot?auto=1&prompt=belal+muhammad+moneyline+and+edmen+shahbazyan+moneyline+and+tom+nolan+moneyline+and+santiago+luna+moneyline+and+junior+tafa+moneyline+and+matt+schnell+moneyline+and+edgar+chairez+moneyline+and+chelsea+chandler+moneyline+and+jordan+leavitt+moneyline,1.5,1202423.0,0,0.0,0.0,-2.67,0.0,2026-06-07
Matt Schnell_vs_Alessandro Costa,Matt Schnell,Matt Schnell,Alessandro Costa,Unknown,Striker,Striker,False,0.5186,376.0,376.0,0.2959,0.4425,0.1467,2.65,0.3369,0.105,0.5581,UFC Fight Night: Muhammad vs. Bonfim,2026-06-06,https://gambly.com/gambly-bot?auto=1&prompt=matt+schnell+moneyline,https://gambly.com/gambly-bot?auto=1&prompt=belal+muhammad+moneyline+and+edmen+shahbazyan+moneyline+and+tom+nolan+moneyline+and+santiago+luna+moneyline+and+junior+tafa+moneyline+and+matt+schnell+moneyline+and+edgar+chairez+moneyline+and+chelsea+chandler+moneyline+and+jordan+leavitt+moneyline,1.5,1202423.0,0,0.0,0.0,-2.65,0.0,2026-06-07
Alessandro Costa_vs_Matt Schnell,Alessandro Costa,Alessandro Costa,Matt Schnell,Unknown,Striker,Striker,False,0.5186,,,0.7041,0.5575,-0.1467,0.0,0.3369,0.105,0.5581,UFC Fight Night: Muhammad vs. Bonfim,2026-06-06,,https://gambly.com/gambly-bot?auto=1&prompt=belal+muhammad+moneyline+and+edmen+shahbazyan+moneyline+and+tom+nolan+moneyline+and+santiago+luna+moneyline+and+junior+tafa+moneyline+and+matt+schnell+moneyline+and+edgar+chairez+moneyline+and+chelsea+chandler+moneyline+and+jordan+leavitt+moneyline,1.5,1202423.0,1,0.0,0.0,0.0,0.0,2026-06-07
Marcus McGhee_vs_John Yannis,Marcus McGhee,Marcus McGhee,John Yannis,Bantamweight,Striker,BJJ,False,0.5186,-376.0,-376.0,0.6124,0.5579,-0.0545,0.0,0.2644,0.1407,0.5949,UFC Fight Night: Muhammad vs. Bonfim,2026-06-06,,https://gambly.com/gambly-bot?auto=1&prompt=belal+muhammad+moneyline+and+edmen+shahbazyan+moneyline+and+tom+nolan+moneyline+and+santiago+luna+moneyline+and+junior+tafa+moneyline+and+matt+schnell+moneyline+and+edgar+chairez+moneyline+and+chelsea+chandler+moneyline+and+jordan+leavitt+moneyline,1.5,1202423.0,1,0.0,0.0,0.0,0.0,2026-06-07
John Yannis_vs_Marcus McGhee,John Yannis,John Yannis,Marcus McGhee,Bantamweight,Mixed,BJJ,False,0.5186,,,0.3876,0.4421,0.0545,0.0,0.2644,0.1407,0.5949,UFC Fight Night: Muhammad vs. Bonfim,2026-06-06,,https://gambly.com/gambly-bot?auto=1&prompt=belal+muhammad+moneyline+and+edmen+shahbazyan+moneyline+and+tom+nolan+moneyline+and+santiago+luna+moneyline+and+junior+tafa+moneyline+and+matt+schnell+moneyline+and+edgar+chairez+moneyline+and+chelsea+chandler+moneyline+and+jordan+leavitt+moneyline,1.5,1202423.0,0,0.0,0.0,0.0,0.0,2026-06-07
Bruno Silva_vs_Edgar Chairez,Bruno Silva,Bruno Silva,Edgar Chairez,Flyweight,Muay_Thai,BJJ,False,0.5186,,,0.505,0.1924,-0.3125,0.0,0.269,0.1394,0.5916,UFC Fight Night: Muhammad vs. Bonfim,2026-06-06,,https://gambly.com/gambly-bot?auto=1&prompt=belal+muhammad+moneyline+and+edmen+shahbazyan+moneyline+and+tom+nolan+moneyline+and+santiago+luna+moneyline+and+junior+tafa+moneyline+and+matt+schnell+moneyline+and+edgar+chairez+moneyline+and+chelsea+chandler+moneyline+and+jordan+leavitt+moneyline,1.5,1202423.0,0,0.0,0.0,0.0,0.0,2026-06-07
